,index,entity_name,model_output
11222,95296,height,3m
11223,95297,width,4.5in/11.4cm
11224,95298,depth,15.5 inch
11225,95299,width,2.56 inch
11226,95300,depth,2.56 inch
11227,95301,width,3.6cm
11228,95302,height,8 feet (96 inch)
11229,95303,width,6.7 inch
11230,95304,width,81cm
11231,95305,width,1.97 inches
11232,95306,depth,1.81in
11233,95307,height,1.97 inches
11234,95308,depth,"18.87"""
11235,95309,height,"23.5"""
11236,95310,height,"18.6"""
11237,95311,depth,30 CM
11238,95312,width,30 CM
11239,95313,height,30 CM
11240,95314,height,185mm
11241,95315,depth,185mm
11242,95316,wattage,100W
11243,95317,item_weight,The item weight is not provided in the image.
11244,95318,height,20cm
11245,95319,depth,20 inches
11246,95320,depth,"13"""
11247,95321,width,"13"""
11248,95322,wattage,12W
11249,95323,voltage,12V
11250,95324,item_weight,400KG
11251,95325,maximum_weight_recommendation,400KG
11252,95326,item_weight,500W MAX
11253,95327,item_weight,The image does not provide the item_weight of the item.
11254,95328,depth,12.6 INCH
11255,95329,width,12.6INCH
11256,95330,height,65cm
11257,95331,depth,65cm
11258,95332,depth,"0.375"""
11259,95333,height,20.8 inches
11260,95334,width,20mm
11261,95335,width,26cm
11262,95336,height,17.8 cm
11263,95337,width,17.8 cm
11264,95338,width,33cm
11265,95339,width,"21"""
11266,95340,depth,"17"""
11267,95341,height,9.5cm
11268,95342,height,9.09 inch
11269,95343,width,61.14 Inch
11270,95344,height,33cm
11271,95345,height,"2.8"""
11272,95346,depth,9cm
11273,95347,width,79cm
11274,95348,depth,30mm
11275,95349,height,30mm
11276,95350,height,19.5cm
11277,95351,height,245mm
11278,95352,width,18 in (W)
11279,95353,height,140mm
11280,95354,width,42cm
11281,95355,width,"33.07"""
11282,95356,width,28cm
11283,95357,depth,28cm
11284,95358,height,28cm/11inch
11285,95359,width,210mm
11286,95360,width,9.25 inch
11287,95361,width,8.6cm
11288,95362,width,6.4 inch
11289,95363,depth,2.8 in
11290,95364,height,3 in
11291,95365,width,5.5 inches
11292,95366,height,9.1 inch
11293,95367,height,17 inches
11294,95368,item_weight,The image does not provide the item_weight of the item.
11295,95369,width,5.5 inch
11296,95370,width,"4.8"""
11297,95371,height,2.8cm
11298,95372,depth,2.8cm
11299,95373,depth,"1.03"""
11300,95374,depth,"18"""
11301,95375,width,210mm
11302,95376,depth,210mm
11303,95377,height,13.5cm
11304,95378,width,28.5cm
11305,95379,height,"28"""
11306,95380,depth,160 cm
11307,95381,width,160 cm
11308,95382,depth,6 inches
11309,95383,height,6 inches
11310,95384,width,6 inches
11311,95385,depth,3.14 inch
11312,95386,height,5.09 inch
11313,95387,depth,14mm
11314,95388,width,"47.2"" (120cm)"
11315,95389,width,6.9 inches
11316,95390,height,8.7 inch
11317,95391,width,8.7 inch
11318,95392,depth,"6"""
11319,95393,width,"6"""
11320,95394,width,6.0 inch
11321,95395,depth,3X5FT
11322,95396,width,150mm
11323,95397,width,"7.9"""
11324,95398,depth,16 inches
11325,95399,width,16 inches
11326,95400,depth,9.8 inch
11327,95401,height,35.5 inches
11328,95402,width,35.5 inches
11329,95403,depth,35.5 inches
11330,95404,depth,41.33in
11331,95405,height,"12.3"""
11332,95406,depth,40cm
11333,95407,height,15.7in
11334,95408,width,7.86 in
11335,95409,height,7.07 in
11336,95410,depth,7.07 in
11337,95411,depth,125mm
11338,95412,depth,15cm
11339,95413,width,31.5cm
11340,95414,width,18 inch / 45 cm
11341,95415,height,18 inch / 45 cm
11342,95416,depth,18 inch / 45 cm
11343,95417,depth,0.8in
11344,95418,width,0.8in
11345,95419,height,38 cm
11346,95420,width,38 cm
11347,95421,depth,38 cm
11348,95422,depth,15.6 inches
11349,95423,height,15.6 inches
11350,95424,width,15.6 inches
11351,95425,height,2.95 in
11352,95426,width,W700mm
11353,95427,height,H1000mm
11354,95428,height,"12.5"""
11355,95429,width,7.5 cm
11356,95430,height,7.5 cm
11357,95431,height,36mm
11358,95432,height,140x190 cm
11359,95433,depth,7 ft
11360,95434,width,5ft
11361,95435,item_weight,The item weight is not provided in the image.
11362,95436,height,237 cm
11363,95437,width,300 cm
11364,95438,height,24.9 inches
11365,95439,height,90cm
11366,95440,depth,116cm
11367,95441,width,"24"""
11368,95442,height,"38.5"""
11369,95443,height,50cm
11370,95444,depth,150 cm
11371,95445,height,32cm
11372,95446,width,32cm
11373,95447,depth,8.66 x 6.89 in
11374,95448,width,50CM
11375,95449,depth,20mm
11376,95450,height,60cm
11377,95451,width,"2.7"""
11378,95452,height,10.5cm
11379,95453,width,100cm
11380,95454,width,259mm
11381,95455,width,30cm
11382,95456,height,30cm
11383,95457,width,5.5cm
11384,95458,height,32cm
11385,95459,width,"33.3"""
11386,95460,item_weight,12 OZ
11387,95461,height,16.14 inches
11388,95462,depth,7.5cm
11389,95463,width,7.5cm
11390,95464,height,140cm
11391,95465,depth,24 inch
11392,95466,width,24 inch
11393,95467,height,24 inch
11394,95468,height,10.8 cm
11395,95469,width,0.8 in
11396,95470,width,3.9IN
11397,95471,depth,3.9IN
11398,95472,height,10cm
11399,95473,depth,4cm
11400,95474,width,12 x 15 inches
11401,95475,depth,12 x 15 inches
11402,95476,height,34cm
11403,95477,height,9 inch
11404,95478,width,110mm
11405,95479,width,209 cm
11406,95480,height,75.5 cm
11407,95481,height,6.9 inches
11408,95482,depth,6.9 inches
11409,95483,depth,4.46 inch
11410,95484,item_weight,6.67 inches
11411,95485,depth,13.5cm
11412,95486,height,13.5cm
11413,95487,width,31cm
11414,95488,width,37in
11415,95489,height,40mm
11416,95490,depth,"0.39"""
11417,95491,depth,21.5cm
11418,95492,height,"1.5"""
11419,95493,depth,3.8 inches
11420,95494,width,6 inch
11421,95495,height,10 1/2 inch
11422,95496,depth,10 1/2 inch
11423,95497,width,24cm
11424,95498,depth,60in
11425,95499,width,40 inches
11426,95500,item_weight,The image does not provide the item_weight of the item.
11427,95501,width,140mm
11428,95502,width,"11.8"""
11429,95503,height,99cm
11430,95504,width,61cm
11431,95505,width,77.5 INCH
11432,95506,maximum_weight_recommendation,0.5 lb
11433,95507,height,"17.3"""
11434,95508,depth,"11.8"""
11435,95509,height,135 cm
11436,95510,height,64 cm
11437,95511,item_weight,207 g 7.3 ounces
11438,95512,height,110cm
11439,95513,height,22 cm
11440,95514,depth,226 cm
11441,95515,height,80 cm
11442,95516,depth,28cm
11443,95517,depth,23cm
11444,95518,width,34cm
11445,95519,width,36.4 MM
11446,95520,height,"60"""
11447,95521,width,107 cm
11448,95522,height,12 cm
11449,95523,height,7.5cm
11450,95524,depth,25mm
11451,95525,height,80mm
11452,95526,height,28.1in (71.5cm)
11453,95527,height,22.5 cm
11454,95528,height,60in (152.4cm)
11455,95529,width,60in (152.4cm)
11456,95530,width,4 mm
11457,95531,width,3.34 in
11458,95532,depth,3.34 in
11459,95533,item_volume,8 ml / 0.3 fl oz
11460,95534,depth,5.1 inch
11461,95535,width,5.1 inch
11462,95536,height,27cm
11463,95537,width,"27.9"""
11464,95538,height,23.6 inches
11465,95539,width,23.6 inches
11466,95540,depth,23.6 inches
11467,95541,width,125MM
11468,95542,wattage,"42 dB
47 dB"
11469,95543,voltage,42 dB
11470,95544,depth,3.5 inches
11471,95545,height,3.5 inches
11472,95546,width,42cm
11473,95547,depth,16.5in
11474,95548,height,17CM
11475,95549,height,10mm
11476,95550,depth,10mm
11477,95551,width,10mm
11478,95552,depth,18 cm
11479,95553,height,4.0cm
11480,95554,depth,4.0cm
11481,95555,depth,3.5cm
11482,95556,depth,0.98in/2.5cm
11483,95557,height,0.98 in/2.5cm
11484,95558,width,0.98 in/2.5cm
11485,95559,width,17.5mm
11486,95560,depth,24 cm
11487,95561,height,19cm
11488,95562,wattage,The image does not provide any information about the wattage of the item.
11489,95563,voltage,220/240V 50/60Hz
11490,95564,height,11.5 in/29cm
11491,95565,height,7cm
11492,95566,depth,The depth of the item is 7 cm.
11493,95567,width,7cm
11494,95568,depth,4.91 in / 12.5 cm
11495,95569,width,5.11 in
11496,95570,width,7.5cm
11497,95571,depth,7.5cm
11498,95572,height,5.1 inches
11499,95573,width,"500G

Each"
11500,95574,height,40HR
11501,95575,depth,1.96inch/5.4cm
11502,95576,height,120 cm
11503,95577,height,6 cm
11504,95578,width,52cm
11505,95579,depth,500mm
11506,95580,height,130mm
11507,95581,depth,8.5cm
11508,95582,width,8.5cm
11509,95583,item_weight,The image does not provide any information regarding the item_weight.
11510,95584,wattage,The image does not provide any information about the wattage of the item.
11511,95585,depth,"9"""
11512,95586,height,"9"""
11513,95587,width,20 CM / 7.9 IN
11514,95588,depth,20 CM / 7.9 IN
11515,95589,depth,4.72 inch
11516,95590,width,4.72 inch
11517,95591,width,8.6 in
11518,95592,depth,8.6 in
11519,95593,width,"45.7"" / 116cm"
11520,95594,width,7.3cm
11521,95595,depth,7.3cm
11522,95596,width,25cm
11523,95597,height,25cm
11524,95598,depth,25cm
11525,95599,width,"67"""
11526,95600,height,18.5 in
11527,95601,height,"3.34"" / 8.5cm"
11528,95602,depth,40cm
11529,95603,width,40cm
11530,95604,depth,122 cm
11531,95605,width,122 cm
11532,95606,depth,"29"""
11533,95607,width,"48"""
11534,95608,height,5.1 inch
11535,95609,height,"3"""
11536,95610,depth,"3"""
11537,95611,width,4cm
11538,95612,depth,24cm
11539,95613,height,30cm
11540,95614,width,3.9 feet
11541,95615,height,6.9 feet
11542,95616,height,60cm
11543,95617,width,25 cm
11544,95618,depth,The depth of the item in the image is 12 cm.
11545,95619,depth,100CM/39.3in
11546,95620,height,100CM/39.3in
11547,95621,width,100CM/39.3in
11548,95622,width,6.75in
11549,95623,height,"11"""
11550,95624,depth,"11"""
11551,95625,width,"11"""
11552,95626,depth,5 in
11553,95627,width,5 in
11554,95628,depth,3.54 in
11555,95629,height,3.54 in
11556,95630,depth,7 FT
11557,95631,height,9in
11558,95632,depth,6.5 cm
11559,95633,height,13 cm
11560,95634,width,13 cm
11561,95635,width,152mm
11562,95636,depth,152mm
11563,95637,height,"6"""
11564,95638,height,2.83 inch
11565,95639,depth,7.0 cm
11566,95640,depth,4.5 in
11567,95641,width,7.7 in
11568,95642,height,33.52cm
11569,95643,depth,33.52cm
11570,95644,depth,3.8cm
11571,95645,width,3.8cm
11572,95646,height,28 cm
11573,95647,width,28 cm
11574,95648,depth,28 cm
11575,95649,width,"79"""
11576,95650,height,33.0cm
11577,95651,height,108 mm
11578,95652,depth,60 mm
11579,95653,height,2.36in
11580,95654,depth,2.36in
11581,95655,width,2.36in
11582,95656,width,7.09 in/18cm
11583,95657,depth,2.56in/6.5cm
11584,95658,depth,"7.9"""
11585,95659,height,"7.9"""
11586,95660,depth,6.5 in
11587,95661,height,8.5 in (21.5 cm)
11588,95662,width,52.8mm
11589,95663,height,79 cm
11590,95664,height,145 cm
11591,95665,width,21.5cm
11592,95666,height,10.2cm
11593,95667,depth,10.2cm
11594,95668,height,"17"""
11595,95669,depth,11.4 inch
11596,95670,height,11.4 inch
11597,95671,width,4.5 inches
11598,95672,width,38CM
11599,95673,depth,"8"""
11600,95674,width,"8"""
11601,95675,depth,2.5mm
11602,95676,height,23 Centimetres
11603,95677,width,"4.13"""
11604,95678,item_weight,max. 40kg/88lbs
11605,95679,maximum_weight_recommendation,max. 40kg/88lbs
11606,95680,height,8.9cm
11607,95681,height,51cm
11608,95682,width,2.5cm
11609,95683,depth,60cm
11610,95684,width,2.6in
11611,95685,depth,31.1 in
11612,95686,height,6.1 in
11613,95687,depth,8x10 inch
11614,95688,height,12.8cm
11615,95689,depth,12.8cm
11616,95690,depth,"3.9"""
11617,95691,width,"3.9"""
11618,95692,height,"102"" x 90"""
11619,95693,depth,1.88 IN
11620,95694,depth,"-12"" (30.5cm)"
11621,95695,width,Appr. 10cm
11622,95696,depth,10cm
11623,95697,height,2.7CM
11624,95698,width,20CM
11625,95699,depth,2.7CM
11626,95700,item_weight,3000g
11627,95701,width,40 cm
11628,95702,height,30 cm
11629,95703,width,11.6 inch
11630,95704,height,15.7 in
11631,95705,item_weight,8.70 oz / 0.54 lbs
11632,95706,width,4.4cm
11633,95707,width,75 cm
11634,95708,height,75 cm
11635,95709,width,"17.0"""
11636,95710,height,"32.0"""
11637,95711,width,54 IN
11638,95712,depth,1.37M x 2.74M
11639,95713,height,108 IN
11640,95714,width,14.5cm/5.70in
11641,95715,height,14.5cm/5.70in
11642,95716,depth,2.36 inches
11643,95717,height,2.36 inches
11644,95718,depth,The depth of the item is 6.1 inches.
11645,95719,width,36.5cm
11646,95720,depth,14.4 in / 36.5 cm
11647,95721,depth,5.8in
11648,95722,width,5.8in
11649,95723,depth,75mm
11650,95724,width,37.5mm
11651,95725,depth,"11 - 13"""
11652,95726,height,"11 - 13"""
11653,95727,depth,3 FT
11654,95728,height,5 FT
11655,95729,width,3.5 inches
11656,95730,height,10 inch
11657,95731,depth,6.0 inch
11658,95732,height,6.1 inch
11659,95733,width,30CM
11660,95734,height,1 inch
11661,95735,width,258cm
11662,95736,height,107 cm
11663,95737,height,25CM
11664,95738,item_weight,30 g
11665,95739,height,2.97in
11666,95740,width,8.7 inch
11667,95741,depth,8.7 inch
11668,95742,depth,36cm/14.1in
11669,95743,width,22.8cm
11670,95744,width,250mm
11671,95745,depth,45 cm
11672,95746,width,45 cm
11673,95747,depth,50cm
11674,95748,width,50cm
11675,95749,height,The height of the item is 7.87 inches.
11676,95750,height,"2.27"""
11677,95751,height,50.4 cm
11678,95752,height,14.6cm
11679,95753,width,5.5cm
11680,95754,height,50 x 9 cm
11681,95755,depth,2.7 inches
11682,95756,width,2.7 inches
11683,95757,depth,4.25 inches
11684,95758,height,4.25 inches
11685,95759,width,4.25 inches
11686,95760,height,"10.62"""
11687,95761,height,38CM
11688,95762,height,10mm
11689,95763,height,130cm
11690,95764,depth,18 IN/45CM
11691,95765,width,18 IN/45CM
11692,95766,height,18 IN/45CM
11693,95767,height,27mm
11694,95768,width,24in (L)
11695,95769,height,19.5in
11696,95770,depth,"19X13"""
11697,95771,width,405mm
11698,95772,width,"33"""
11699,95773,width,11cm
11700,95774,height,21cm
11701,95775,depth,52.5cm
11702,95776,height,"2.63"""
11703,95777,voltage,110V-220V
11704,95778,wattage,1400W
11705,95779,height,63mm
11706,95780,depth,63mm
11707,95781,height,"28cm/11"""
11708,95782,depth,"3.3"""
11709,95783,width,6.5 in
11710,95784,width,33 cm
11711,95785,height,3.1 in
11712,95786,width,1.5 in
11713,95787,height,1.57in
11714,95788,width,1.57in
11715,95789,height,18cm
11716,95790,height,"12.20"""
11717,95791,width,5cm
11718,95792,item_weight,The image does not provide the item_weight of the item.
11719,95793,wattage,65W
11720,95794,height,12.20 in
11721,95795,depth,7.48 in
11722,95796,width,5.91 in
11723,95797,height,7.48 in
11724,95798,depth,39/100cm
11725,95799,width,41/100cm
11726,95800,width,5.12N
11727,95801,depth,22 cm
11728,95802,height,24 cm
11729,95803,width,295 mm
11730,95804,height,"3.4"""
11731,95805,height,12 cm
11732,95806,width,4.92 inch
11733,95807,depth,7.0 in
11734,95808,height,7.0 in
11735,95809,height,8 inches
11736,95810,depth,8 inches
11737,95811,width,8 inches
11738,95812,item_weight,1.85oz
11739,95813,width,80.3cm
11740,95814,height,31 cm
11741,95815,depth,8cm
11742,95816,depth,70.10 cm
11743,95817,width,70.10 cm
11744,95818,height,5.5cm (2.2inch)
11745,95819,depth,5.5cm (2.2inch)
11746,95820,height,18cm
11747,95821,height,39cm
11748,95822,height,"19.29"""
11749,95823,depth,"19.29"""
11750,95824,width,75mm
11751,95825,height,80mm
11752,95826,height,15.7 inch
11753,95827,width,15.7 inch
11754,95828,height,91mm
11755,95829,maximum_weight_recommendation,44 lbs
11756,95830,depth,6 cm
11757,95831,width,6 cm
11758,95832,depth,51.5 cm
11759,95833,depth,4.33 in / 11 cm
11760,95834,depth,5.5 inch
11761,95835,height,5.5 inch
11762,95836,height,2.36IN
11763,95837,width,3.26 inch
11764,95838,depth,3.26 inch
11765,95839,depth,37.5mm
11766,95840,width,37.5mm
11767,95841,depth,6.5cm
11768,95842,depth,70mm
11769,95843,width,70mm
11770,95844,depth,52 cm
11771,95845,height,150 cm
11772,95846,height,91 cm
11773,95847,width,12 inches
11774,95848,depth,"6"""
11775,95849,height,"5.1"""
11776,95850,item_weight,The image does not provide a value for the item_weight.
11777,95851,width,"11"" x 8 1/2"""
11778,95852,height,"11"" x 8 1/2"""
11779,95853,height,5.5 inches
11780,95854,depth,5.5 inches
11781,95855,height,2.9 inches
11782,95856,height,45cm
11783,95857,height,158 cm
11784,95858,depth,16.5in
11785,95859,width,42cm
11786,95860,height,109cm
11787,95861,height,"31.5"""
11788,95862,height,19 cm
11789,95863,width,804mm
11790,95864,height,804mm
11791,95865,depth,804mm
11792,95866,width,96cm
11793,95867,depth,14.3 in
11794,95868,height,96cm
11795,95869,height,The height of the item is 190 mm.
11796,95870,height,11.81 IN
11797,95871,width,5.51 IN
11798,95872,depth,12.6cm
11799,95873,depth,3.8 cm
11800,95874,height,"2.75"""
11801,95875,depth,150 x 210cm
11802,95876,width,2.5 cm
11803,95877,depth,40cm / 15.7in
11804,95878,height,11.1 in
11805,95879,height,63mm
11806,95880,depth,63/66mm
11807,95881,width,9.5mm
11808,95882,height,"62.2"""
11809,95883,width,5.1 inch
11810,95884,height,21 x 7.4 cm
11811,95885,depth,38cm
11812,95886,height,38cm
11813,95887,height,23.5 cm
11814,95888,width,76.2 cm
11815,95889,depth,15cm
11816,95890,width,33mm
11817,95891,height,"35"""
11818,95892,depth,2.7in
11819,95893,width,4.5in
11820,95894,depth,30cm
11821,95895,height,31.5 cm
11822,95896,depth,170cm
11823,95897,height,170cm/67inch
11824,95898,depth,24
11825,95899,width,24
11826,95900,height,120mm
11827,95901,wattage,200W
11828,95902,voltage,240V
11829,95903,height,12.4in
11830,95904,depth,16.5cm
11831,95905,width,31.5cm
11832,95906,width,6.6 in
11833,95907,item_weight,0.93KG
11834,95908,height,23.6in/60cm
11835,95909,depth,3.5 cm
11836,95910,width,3.5 cm
11837,95911,depth,7.5 inches
11838,95912,item_weight,The image does not provide the item_weight of the item.
11839,95913,height,17.5cm
11840,95914,width,17.5cm
11841,95915,height,86cm
11842,95916,height,86cm
11843,95917,depth,8.66 inch/22 cm
11844,95918,height,8.66 inch/22 cm
11845,95919,depth,"15.98"""
11846,95920,height,"15.98"""
11847,95921,depth,25mm
11848,95922,width,25mm
11849,95923,height,25mm
11850,95924,width,15cm
11851,95925,height,11.5cm
11852,95926,height,"3.75"""
11853,95927,width,10 inches
11854,95928,height,90cm
11855,95929,depth,8.8 inches
11856,95930,height,8.7 inch
11857,95931,height,7cm
11858,95932,item_weight,The image does not provide any information about the item_weight of the item.
11859,95933,wattage,100W
11860,95934,height,180mm
11861,95935,depth,108mm
11862,95936,width,30mm
11863,95937,height,"14"""
11864,95938,width,"14"""
11865,95939,width,38 cm
11866,95940,height,38 cm
11867,95941,depth,385 mm
11868,95942,width,250 mm
11869,95943,depth,12.5cm
11870,95944,height,30.5cm
11871,95945,width,"52.8"""
11872,95946,height,120 x 200 cm
11873,95947,depth,7.0 in (17.7 cm)
11874,95948,height,"36.5"""
11875,95949,item_volume,3-in-1
11876,95950,depth,35cm
11877,95951,height,35cm
11878,95952,width,45cm
11879,95953,item_weight,18W
11880,95954,wattage,18W
11881,95955,depth,120 g/m²
11882,95956,height,120 gm/m²
11883,95957,depth,52mm
11884,95958,height,52mm
11885,95959,width,52mm
11886,95960,width,"12.76"""
11887,95961,width,18 in
11888,95962,height,18 in
11889,95963,depth,18 in
11890,95964,height,7 1/2 in
11891,95965,width,7 1/2 in
11892,95966,depth,5 1/2 in
11893,95967,width,100mm
11894,95968,height,100mm
11895,95969,depth,100mm
11896,95970,depth,The depth of the item given in the image is 9.8 inches.
11897,95971,height,"9.8"""
11898,95972,width,44CM
11899,95973,depth,3.15in
11900,95974,height,3.15in
11901,95975,depth,15cm
11902,95976,height,22cm
11903,95977,width,5.3cm
11904,95978,height,4.64 in
11905,95979,height,"65.75"""
11906,95980,width,15cm
11907,95981,depth,16cm
11908,95982,depth,12.5cm
11909,95983,height,2.5in
11910,95984,depth,2.5in
11911,95985,height,"38"""
11912,95986,width,12.2in
11913,95987,depth,38 cm
11914,95988,height,72 cm
11915,95989,width,30 cm
11916,95990,depth,11.8 inch
11917,95991,height,39cm
11918,95992,depth,"10.8"""
11919,95993,width,22cm
11920,95994,width,"40-50"""
11921,95995,depth,1.5cm
11922,95996,width,20cm
11923,95997,width,25cm
11924,95998,depth,25cm
11925,95999,height,25cm
11926,96000,height,17CM
11927,96001,width,17CM
11928,96002,depth,17CM
11929,96003,voltage,The voltage of the item in the image is 12V.
11930,96004,wattage,The image does not provide any information regarding the wattage of the item.
11931,96005,depth,3.75 inches
11932,96006,height,11.5 inches
11933,96007,height,"6.89"""
11934,96008,height,18 cm
11935,96009,depth,13 cm
11936,96010,height,13.1cm
11937,96011,maximum_weight_recommendation,120KG
11938,96012,item_weight,120KG
11939,96013,height,10.9 cm
11940,96014,height,"32"""
11941,96015,height,10.7cm
11942,96016,depth,10.7cm
11943,96017,width,"4.52"""
11944,96018,height,25 cm
11945,96019,height,3 INCH
11946,96020,height,6 inches
11947,96021,depth,18CM
11948,96022,height,130cm
11949,96023,height,6.5cm / 2.6in
11950,96024,height,2.344 cm
11951,96025,depth,5.0mm
11952,96026,depth,"28"""
11953,96027,width,50cm
11954,96028,depth,50cm
11955,96029,height,9.14 cm
11956,96030,depth,10.5cm
11957,96031,height,"57.4"""
11958,96032,height,"1.5"""
11959,96033,depth,"1.5"" OD"
11960,96034,depth,"24"""
11961,96035,height,63 inches
11962,96036,width,17cm
11963,96037,height,0.86 inch
11964,96038,width,0.86 inch
11965,96039,depth,0.86 inches
11966,96040,depth,5 inches
11967,96041,width,5 inches
11968,96042,height,5 inch
11969,96043,width,"72.4"""
11970,96044,item_weight,110g / 3.9oz
11971,96045,width,35.41/900mm
11972,96046,depth,35.4in/900mm
11973,96047,depth,"3.5"""
11974,96048,height,"4"" H"
11975,96049,item_weight,1/2 inch
11976,96050,item_weight,The image does not provide the item_weight of the item.
11977,96051,depth,16cm
11978,96052,width,16cm
11979,96053,width,"12"""
11980,96054,height,15 cm
11981,96055,width,15 cm
11982,96056,depth,15 cm
11983,96057,height,"48"""
11984,96058,width,148 mm
11985,96059,depth,8.7cm
11986,96060,depth,2.75in/70mm
11987,96061,height,2.75in/70mm
11988,96062,depth,8.5 Cms
11989,96063,height,8.5 Cms
11990,96064,width,8.5 Cms
11991,96065,height,"30"""
11992,96066,item_weight,The image does not provide the item_weight of the air pump.
11993,96067,width,48cm
11994,96068,width,"29.52"""
11995,96069,width,15 inches
11996,96070,width,10 inches
11997,96071,depth,12 inches
11998,96072,width,"0.6"""
11999,96073,width,5.988 / 15.2cm
0,96074,width,5.25cm
1,96075,depth,8.2 in
2,96076,depth,2.2IN
3,96077,height,5.1IN
4,96078,item_volume,202.8 FL OZ
5,96079,depth,28cm
6,96080,height,14.5 cm
7,96081,width,28cm
8,96082,maximum_weight_recommendation,50 kg
9,96083,item_weight,50 kg
10,96084,maximum_weight_recommendation,330 LB
11,96085,width,230cm
12,96086,depth,230cm
13,96087,height,9.4 inches
14,96088,height,3 cm
15,96089,height,"15.75"""
16,96090,item_volume,100 ml
17,96091,depth,"59"" (149.86cm)"
18,96092,height,"8 1/4"""
19,96093,height,188mm
20,96094,depth,188mm
21,96095,depth,5.7cm
22,96096,item_weight,16GB
23,96097,height,14cm
24,96098,item_weight,About 123g
25,96099,width,"7"""
26,96100,height,35.5 cm / 14 in
27,96101,item_weight,2000W
28,96102,wattage,2000W
29,96103,width,27.5 cm
30,96104,width,3.9 inch
31,96105,height,3.9 inch
32,96106,depth,11cm
33,96107,width,11cm
34,96108,depth,61 cm
35,96109,height,61 cm
36,96110,depth,24 inch
37,96111,height,13 inch
38,96112,depth,"7.75"""
39,96113,height,"7.75"""
40,96114,height,1.5FT
41,96115,depth,3.5 in
42,96116,width,3.5 in
43,96117,width,92cm
44,96118,height,30cm
45,96119,maximum_weight_recommendation,10 lbs
46,96120,width,26 inches
47,96121,height,8 inches
48,96122,depth,3.3 inches
49,96123,height,5.4 inches
50,96124,depth,27CM
51,96125,height,27CM
52,96126,height,50.5cm
53,96127,height,38cm
54,96128,width,12cm
55,96129,depth,12cm
56,96130,height,12cm
57,96131,width,50mm
58,96132,depth,56mm
59,96133,height,56mm
60,96134,height,19 inch
61,96135,width,58cm
62,96136,height,16.5 in
63,96137,item_weight,30g
64,96138,width,4.2 inch
65,96139,height,3.2 inch
66,96140,depth,11cm
67,96141,width,16 cm
68,96142,height,8.25in
69,96143,height,17 in
70,96144,width,20 IN / 50 CM
71,96145,height,20 IN / 50 CM
72,96146,depth,3m
73,96147,height,3m
74,96148,wattage,18 Watts
75,96149,item_weight,The image does not provide the item_weight of the item.
76,96150,width,8.1 in
77,96151,depth,8.1 in
78,96152,item_weight,The image does not provide the item_weight of the item.
79,96153,height,33 inches
80,96154,width,3.54in / 9cm
81,96155,width,26.6 cm
82,96156,height,26.6 cm
83,96157,height,6 inches
84,96158,depth,6 inches
85,96159,height,"3.9"""
86,96160,item_weight,118g
87,96161,maximum_weight_recommendation,118g
88,96162,height,"30"""
89,96163,depth,54MM
90,96164,height,"19.0"""
91,96165,width,30mm
92,96166,height,45cm
93,96167,width,"70.9"""
94,96168,height,"23.2"""
95,96169,height,78.5 cm
96,96170,width,"1.9"""
97,96171,height,"6"""
98,96172,depth,"11"""
99,96173,item_weight,3lbs
100,96174,maximum_weight_recommendation,10lbs
101,96175,width,3/4 inch
102,96176,height,3.4 inches
103,96177,depth,3/4 inch
104,96178,width,366MM
105,96179,height,366MM
106,96180,height,"12"""
107,96181,width,12 inches
108,96182,depth,11.5 IN
109,96183,width,8.5cm
110,96184,height,153mm/0.60 inch
111,96185,wattage,4.92FT
112,96186,height,50.2mm
113,96187,width,25.18mm
114,96188,height,"1"""
115,96189,depth,"1"""
116,96190,height,6.7 inches
117,96191,depth,6.7 inches
118,96192,height,76 cm
119,96193,depth,480cm
120,96194,item_weight,145g
121,96195,height,2.9 in/7.5 cm
122,96196,depth,35cm
123,96197,width,35cm
124,96198,width,4.5 cm
125,96199,width,80cm
126,96200,height,80cm x 200cm
127,96201,depth,80cm x 200cm
128,96202,width,9.8 inches
129,96203,width,"48"""
130,96204,item_volume,1.37 fl. oz.
131,96205,depth,3.6 inches
132,96206,width,35.4 in
133,96207,height,9.5cm
134,96208,width,57 cm
135,96209,height,18cm
136,96210,depth,23CM
137,96211,width,23CM
138,96212,depth,15cm
139,96213,height,15cm
140,96214,width,15cm
141,96215,depth,20cm / 7.87 inches
142,96216,height,20cm / 7.87 inches
143,96217,height,1.5M
144,96218,depth,1.5M
145,96219,width,1.5M
146,96220,height,"16.14"""
147,96221,width,"12.2"""
148,96222,width,130 mm
149,96223,depth,6.5cm
150,96224,width,7.8cm
151,96225,width,17.3cm
152,96226,height,17.3cm
153,96227,voltage,120V
154,96228,wattage,120W
155,96229,height,H: 22CM
156,96230,depth,D:50CM
157,96231,item_weight,0.5 W
158,96232,item_weight,8 lbs
159,96233,item_weight,"4 x 17.6V, 2A"
160,96234,height,17CM
161,96235,item_weight,12KG
162,96236,height,90 cm
163,96237,item_weight,1.6 Pounds
164,96238,depth,3 Metre
165,96239,width,130 cm
166,96240,depth,130 cm
167,96241,item_weight,The image does not provide the item_weight of the AC adapter.
168,96242,wattage,75W
169,96243,width,"4"""
170,96244,depth,101.6mm
171,96245,height,101.6mm
172,96246,height,15.16 inches
173,96247,depth,6 inch
174,96248,width,4 inch
175,96249,height,"11.02"""
176,96250,depth,"6.89"""
177,96251,maximum_weight_recommendation,3 LBS
